,Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,LoanOriginationDate,MonthlyLoanPayment,LoanOriginationYear
73680,36,non-remittance,0.35643,0.3199,E,Other,AR,Social Worker,Employed,"$25,000-49,999",2333.333333,5000,2011-08-31,217.74,2011
73685,12,Completed,0.25214,0.1739,D,Business,CO,Other,Employed,"$100,000+",9583.333333,15000,2012-08-23,1370.85,2012
73691,36,Completed,0.37453,0.35,HR,Debt Consolidation,IL,Other,Full-time,"$50,000-74,999",5166.666667,3000,2009-12-29,135.71,2009
73710,36,Completed,0.06437,0.061,AA,Other,NY,Police Officer/Correction Officer,Full-time,"$50,000-74,999",4916.666667,3000,2010-01-21,91.4,2010
73711,60,Completed,0.35097,0.3232,E,Debt Consolidation,NY,Analyst,Self-employed,"$100,000+",9166.666667,4000,2012-12-12,135.17,2012
73713,36,non-remittance,0.35797,0.3177,HR,Home Improvement,CA,Truck Driver,Employed,"$25,000-49,999",3583.333333,4000,2012-04-17,173.71,2012
73721,36,Completed,0.11296,0.092,A,Home Improvement,GA,Civil Service,Full-time,"$50,000-74,999",6191.416667,6000,2010-06-24,191.36,2010
73733,36,Completed,0.32538,0.2859,E,Debt Consolidation,WI,Other,Employed,"$75,000-99,999",7500.0,4000,2013-05-03,166.73,2013
73748,36,Completed,0.21025,0.1734,C,Debt Consolidation,CA,Other,Other,"$25,000-49,999",3250.0,5000,2013-04-09,179.11,2013
73754,36,Completed,0.13504,0.1138,A,Auto,FL,Sales - Retail,Part-time,"$1-24,999",666.666667,2000,2009-09-11,65.84,2009
73757,36,Completed,0.17069,0.149,B,Other,WI,Skilled Labor,Employed,"$50,000-74,999",6083.333333,3500,2010-12-28,121.16,2010
73758,60,Completed,0.24682,0.2218,C,Debt Consolidation,PA,Administrative Assistant,Employed,"$25,000-49,999",2208.333333,6000,2012-09-17,166.33,2012
73765,36,non-remittance,0.35643,0.3199,HR,Other,FL,Other,Employed,"$50,000-74,999",5916.666667,3100,2011-06-14,135.01,2011
73766,36,Completed,0.38058,0.3435,E,Debt Consolidation,NY,Skilled Labor,Full-time,"$25,000-49,999",2731.5,4000,2010-09-03,0.0,2010
73767,60,Completed,0.13084,0.1085,AA,Motorcycle,IL,Skilled Labor,Employed,"$75,000-99,999",6666.666667,10000,2012-06-11,216.68,2012
73768,36,Completed,0.21434,0.1774,C,Other,FL,Other,Employed,"$25,000-49,999",2666.666667,2000,2013-03-04,72.04,2013
73772,36,non-remittance,0.32538,0.2859,E,Debt Consolidation,FL,Fireman,Employed,"$50,000-74,999",4916.666667,4000,2012-10-19,166.73,2012
73774,36,non-remittance,0.35643,0.3199,HR,Other,CA,Other,Other,"$1-24,999",1240.0,2000,2011-08-02,87.1,2011
73776,36,non-remittance,0.35858,0.322,E,Debt Consolidation,TX,Teacher,Employed,"$25,000-49,999",4125.0,3000,2010-12-31,131.0,2010
73780,36,Completed,0.19645,0.1599,B,Debt Consolidation,GA,Clerical,Employed,"$25,000-49,999",2333.333333,10000,2013-01-07,351.52,2013
73788,36,Completed,0.1717,0.15,C,Debt Consolidation,MI,Engineer - Electrical,Full-time,"$75,000-99,999",7833.333333,2500,2009-12-31,86.66,2009
73790,36,Completed,0.29537,0.2566,D,Medical/Dental,TX,Attorney,Employed,"$100,000+",9583.333333,7500,2013-04-23,300.82,2013
73794,60,Completed,0.29341,0.2672,D,Debt Consolidation,MA,Other,Employed,"$25,000-49,999",2333.333333,4000,2013-06-24,121.47,2013
73795,36,Completed,0.12528,0.0974,A,Business,UT,Professional,Employed,"$25,000-49,999",2426.666667,2000,2013-01-15,64.29,2013
73796,60,non-remittance,0.24702,0.222,C,Home Improvement,AZ,Other,Retired,"$1-24,999",1328.333333,3000,2012-06-21,83.2,2012
73798,36,Completed,0.35797,0.3177,HR,Home Improvement,NH,Retail Management,Employed,"$100,000+",10416.666667,4000,2012-08-23,173.71,2012
73800,36,non-remittance,0.35643,0.3199,HR,Debt Consolidation,TX,Other,Employed,"$1-24,999",1416.666667,2209,2011-04-26,96.19,2011
73804,36,Completed,0.12782,0.0999,A,Other,FL,Military Officer,Employed,"$50,000-74,999",5144.75,5000,2012-02-23,161.31,2012
73812,36,Completed,0.09484,0.0814,AA,Debt Consolidation,WA,Tradesman - Plumber,Employed,"$100,000+",8583.333333,14900,2012-12-07,467.87,2012
73817,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,OH,Other,Employed,"$1-24,999",583.333333,4000,2012-09-13,173.71,2012
73822,36,Completed,0.09643,0.093,AA,Home Improvement,TX,Executive,Full-time,"$100,000+",10833.333333,10000,2010-03-24,319.4,2010
73823,36,Completed,0.202,0.1799,B,Debt Consolidation,MI,Professional,Employed,"$25,000-49,999",3166.666667,11150,2011-09-28,403.04,2011
73838,36,Completed,0.30532,0.2699,D,Auto,MA,Car Dealer,Employed,"$50,000-74,999",4583.333333,3500,2011-02-18,142.87,2011
73842,36,Completed,0.2951,0.2599,D,Other,MD,Administrative Assistant,Employed,"$25,000-49,999",2916.666667,2000,2011-02-23,80.57,2011
73844,36,Completed,0.25375,0.23,HR,Home Improvement,VA,Other,Self-employed,"$25,000-49,999",2701.75,1600,2009-10-27,61.94,2009
73845,36,non-remittance,0.11766,0.0899,A,Wedding Loans,CO,Other,Employed,"$25,000-49,999",2666.666667,9000,2012-01-31,286.16,2012
73853,36,Completed,0.11448,0.0935,A,Debt Consolidation,GA,Military Enlisted,Full-time,"$50,000-74,999",5000.0,14000,2009-12-31,447.48,2009
73860,60,Completed,0.1933,0.179,B,Debt Consolidation,AK,Executive,Employed,"$50,000-74,999",4666.666667,13000,2011-01-05,329.41,2011
73862,36,Completed,0.20642,0.18,C,Home Improvement,MN,Other,Retired,"$25,000-49,999",3500.0,1400,2010-01-20,50.61,2010
73863,60,Completed,0.24856,0.2235,D,Debt Consolidation,KY,Engineer - Electrical,Employed,"$100,000+",8500.0,10000,2014-01-28,278.18,2014
73866,12,Completed,0.35843,0.2669,E,Debt Consolidation,TX,Engineer - Chemical,Employed,"$75,000-99,999",7336.333333,2000,2011-08-08,191.73,2011
73871,12,Completed,0.18829,0.1299,B,Home Improvement,TX,Attorney,Employed,"$100,000+",13333.333333,3600,2011-03-02,321.53,2011
73872,36,Completed,0.26528,0.2272,D,Business,FL,Professor,Employed,"$100,000+",11500.0,4500,2012-12-14,173.54,2012
73873,36,non-remittance,0.29394,0.2552,D,Home Improvement,TX,Food Service,Employed,"$25,000-49,999",2916.666667,10000,2012-01-30,400.35,2012
73878,36,Completed,0.16056,0.139,A,Other,MD,Professional,Employed,"$75,000-99,999",7083.333333,15000,2011-10-27,511.94,2011
73881,36,Completed,0.19546,0.1664,B,Other,MS,Professional,Employed,"$1-24,999",1700.0,2000,2011-12-14,70.95,2011
73885,60,non-remittance,0.35838,0.3304,E,Auto,TN,Administrative Assistant,Employed,"$1-24,999",2000.0,4000,2012-05-18,136.98,2012
73886,36,Completed,0.18837,0.152,B,Debt Consolidation,TX,Computer Programmer,Employed,"$100,000+",11320.666667,15000,2013-09-30,521.45,2013
73887,36,Completed,0.25781,0.2199,D,Debt Consolidation,MI,Analyst,Employed,"$50,000-74,999",4583.333333,12500,2013-03-20,477.32,2013
73896,36,non-remittance,0.35643,0.3199,HR,Debt Consolidation,OH,Sales - Commission,Employed,"$25,000-49,999",2933.333333,4000,2011-10-27,174.2,2011
73899,36,non-remittance,0.35797,0.3177,HR,Medical/Dental,MI,Other,Other,"$25,000-49,999",3666.666667,4000,2012-03-07,173.71,2012
73905,36,Completed,0.26342,0.225,C,Debt Consolidation,CO,Professional,Full-time,"$75,000-99,999",7083.333333,1000,2010-05-03,38.45,2010
73906,36,Completed,0.30532,0.2699,D,Other,CA,Other,Employed,"$25,000-49,999",2083.333333,2800,2011-08-31,114.3,2011
73907,36,Completed,0.26681,0.2287,D,Business,WI,Skilled Labor,Self-employed,"$25,000-49,999",3500.0,2925,2012-02-22,113.03,2012
73908,36,non-remittance,0.35132,0.3149,E,Auto,NY,Other,Other,"$25,000-49,999",2500.0,7500,2011-11-07,324.54,2011
73915,36,non-remittance,0.19546,0.1664,B,Debt Consolidation,FL,Administrative Assistant,Employed,"$25,000-49,999",3000.0,5000,2011-12-09,177.37,2011
73916,60,Completed,0.31375,0.287,D,Debt Consolidation,OR,Other,Employed,"$25,000-49,999",2500.0,5000,2012-03-27,157.8,2012
73920,12,Completed,0.28273,0.1837,D,Debt Consolidation,MI,Other,Employed,"$25,000-49,999",2083.333333,3050,2012-03-14,278.27,2012
73921,36,Completed,0.32576,0.2899,E,Business,CO,Laborer,Employed,"$25,000-49,999",3333.333333,5400,2011-05-24,226.26,2011
73924,36,Completed,0.30532,0.2699,D,Other,MO,Other,Employed,"$50,000-74,999",4666.666667,4000,2011-07-13,163.28,2011
73933,36,Completed,0.30532,0.2699,D,Home Improvement,FL,Other,Employed,"$50,000-74,999",4862.833333,2500,2011-02-16,102.05,2011
73934,36,Completed,0.21699,0.18,C,Household Expenses,KY,Other,Employed,"$50,000-74,999",5000.0,3500,2013-11-08,126.53,2013
73942,36,Completed,0.15803,0.1365,B,Debt Consolidation,IN,Other,Full-time,"$50,000-74,999",4333.333333,2500,2010-08-26,58.96,2010
73947,36,Completed,0.1322,0.111,A,Auto,WI,Professional,Employed,"$25,000-49,999",3666.666667,5500,2011-10-28,180.32,2011
73952,36,Completed,0.35797,0.3177,HR,Debt Consolidation,CT,Executive,Employed,"$100,000+",41666.666667,4000,2012-01-13,173.71,2012
73953,36,Completed,0.35797,0.3177,HR,Business,GA,Professional,Employed,"$25,000-49,999",2957.5,4000,2012-01-30,173.71,2012
73955,36,Completed,0.17359,0.1449,B,Motorcycle,VA,Civil Service,Employed,"$1-24,999",1333.333333,4000,2012-01-30,137.66,2012
73964,36,Completed,0.08829,0.0749,AA,Debt Consolidation,MS,Professional,Employed,"$100,000+",8625.0,15500,2012-08-09,482.08,2012
73965,36,non-remittance,0.20504,0.1829,HR,Debt Consolidation,MI,Civil Service,Full-time,"$25,000-49,999",3066.666667,5000,2009-11-30,181.49,2009
73967,36,Completed,0.11195,0.091,A,Other,NC,Military Enlisted,Part-time,"$1-24,999",1583.333333,2500,2010-04-01,79.62,2010
73971,12,Completed,0.28918,0.19,D,Other,FL,Truck Driver,Employed,"$75,000-99,999",7750.0,2500,2011-12-20,230.39,2011
73984,36,Completed,0.35797,0.3177,HR,Medical/Dental,IL,Computer Programmer,Self-employed,"$100,000+",25000.0,4000,2012-09-07,173.71,2012
73991,36,Completed,0.22872,0.1949,C,Debt Consolidation,NC,Professional,Employed,"$100,000+",8333.333333,15000,2011-04-26,553.56,2011
73992,60,Completed,0.20358,0.1845,B,Business,MI,Other,Employed,"$25,000-49,999",3708.333333,10000,2012-02-21,256.39,2012
73993,60,non-remittance,0.27462,0.2489,C,Wedding Loans,NJ,Laborer,Employed,"$25,000-49,999",2523.75,15000,2012-06-04,439.3,2012
73995,36,Completed,0.37453,0.35,HR,Auto,GA,Professional,Full-time,"$100,000+",9166.666667,3500,2010-06-15,158.33,2010
73997,60,Completed,0.14341,0.1208,AA,Debt Consolidation,MO,Analyst,Employed,"$100,000+",10416.666667,15500,2012-08-28,345.42,2012
73998,60,Completed,0.22283,0.1984,C,Home Improvement,NY,Teacher,Employed,"$100,000+",8919.083333,15000,2013-05-10,396.07,2013
74005,36,Completed,0.24758,0.2099,C,Home Improvement,KY,Retail Management,Employed,"$100,000+",16666.666667,11000,2012-06-29,414.37,2012
74011,36,Completed,0.31463,0.275,D,Auto,FL,Tradesman - Mechanic,Employed,"$75,000-99,999",6666.666667,1500,2010-08-11,61.64,2010
74012,36,non-remittance,0.17359,0.1449,B,Debt Consolidation,VA,Other,Employed,"$50,000-74,999",5335.166667,15000,2012-01-27,516.24,2012
74013,36,Completed,0.22712,0.1899,C,Debt Consolidation,NC,Scientist,Employed,"$25,000-49,999",3750.0,8000,2013-08-19,293.21,2013
74021,36,Completed,0.10846,0.105,AA,Home Improvement,AK,Accountant/CPA,Full-time,"$100,000+",15833.333333,12000,2009-10-28,390.03,2009
74027,60,non-remittance,0.25451,0.2293,C,Debt Consolidation,NJ,Other,Employed,"$50,000-74,999",5000.0,10000,2012-08-06,281.5,2012
74029,36,non-remittance,0.38058,0.3435,E,Debt Consolidation,NC,Food Service Management,Employed,"$25,000-49,999",2200.0,7500,2010-11-26,336.52,2010
74040,12,Completed,0.06589,0.0565,AA,Other,TX,Other,Employed,"$50,000-74,999",4583.333333,5500,2012-04-30,472.48,2012
74043,60,Completed,0.09766,0.0955,AA,Debt Consolidation,NY,Executive,Employed,"$100,000+",11250.0,20000,2011-02-18,420.53,2011
74048,36,Completed,0.17359,0.1449,B,Household Expenses,MI,Accountant/CPA,Self-employed,"$25,000-49,999",3166.666667,5000,2012-03-26,172.08,2012
74054,60,non-remittance,0.35838,0.3304,E,Home Improvement,OH,Professional,Employed,"$100,000+",10000.0,4000,2012-04-17,136.98,2012
74059,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,PA,Attorney,Employed,"$75,000-99,999",7666.666667,4000,2012-08-29,173.71,2012
74061,36,Completed,0.2951,0.2599,D,Debt Consolidation,NY,Engineer - Chemical,Employed,"$50,000-74,999",5333.333333,2500,2011-03-14,100.71,2011
74063,60,Completed,0.31375,0.287,D,Debt Consolidation,IL,Administrative Assistant,Employed,"$50,000-74,999",4583.333333,15000,2012-04-10,473.39,2012
74064,60,Completed,0.22693,0.2024,B,Debt Consolidation,VA,Professional,Employed,"$50,000-74,999",5000.0,14400,2013-01-30,383.44,2013
74083,36,Completed,0.40679,0.3435,E,Debt Consolidation,LA,Clerical,Employed,"$25,000-49,999",4162.083333,1000,2010-11-04,0.0,2010
74087,12,Completed,0.15493,0.097,A,Debt Consolidation,GA,Executive,Employed,"$100,000+",18666.666667,7500,2011-05-10,658.32,2011
74088,60,non-remittance,0.29464,0.2684,D,Debt Consolidation,OK,Retail Management,Employed,"$25,000-49,999",3000.0,7500,2012-09-07,228.3,2012
74095,12,Completed,0.06589,0.0565,AA,Debt Consolidation,MD,Professional,Employed,"$100,000+",12500.0,20000,2012-10-02,1718.11,2012
74098,60,Completed,0.27462,0.2489,C,Debt Consolidation,TN,Other,Employed,"$25,000-49,999",2291.666667,10500,2012-06-06,307.51,2012
74120,36,Completed,0.27285,0.2346,D,Home Improvement,GA,Other,Employed,"$75,000-99,999",6916.666667,3000,2012-11-09,116.85,2012
74125,36,Completed,0.35797,0.3177,HR,Debt Consolidation,KS,Executive,Employed,"$50,000-74,999",5416.666667,4000,2012-02-28,173.71,2012
74135,60,Completed,0.32958,0.3049,D,Other,OH,Truck Driver,Self-employed,"$25,000-49,999",3333.333333,10000,2011-08-23,326.55,2011
74138,36,non-remittance,0.28974,0.2511,D,Debt Consolidation,SC,Other,Employed,"$25,000-49,999",3750.0,8000,2011-12-21,318.54,2011
74145,36,Completed,0.37733,0.35,E,Debt Consolidation,MI,Retail Management,Full-time,"$25,000-49,999",4107.583333,1500,2009-10-14,67.85,2009
74147,12,Completed,0.06589,0.0565,AA,Other,VA,Engineer - Electrical,Employed,"$100,000+",12500.0,5000,2011-09-28,429.53,2011
74151,36,non-remittance,0.35643,0.3199,E,Other,PA,Computer Programmer,Employed,"$25,000-49,999",3813.333333,7500,2011-10-21,326.62,2011
74152,36,Completed,0.12782,0.0999,A,Debt Consolidation,CO,Executive,Employed,"$50,000-74,999",6166.666667,9000,2012-01-27,290.36,2012
74155,60,non-remittance,0.2968,0.2705,D,Debt Consolidation,OR,Analyst,Employed,"$25,000-49,999",3333.333333,12000,2012-03-26,366.78,2012
74162,36,Completed,0.33215,0.2925,E,Debt Consolidation,TN,Other,Employed,"$25,000-49,999",2916.666667,4000,2013-11-13,168.17,2013
74165,36,Completed,0.28574,0.2625,D,Student Use,OH,Other,Full-time,"$1-24,999",1833.333333,3500,2010-05-11,141.48,2010
74192,12,Completed,0.18192,0.1246,B,Debt Consolidation,CA,Engineer - Electrical,Employed,"$100,000+",13100.0,10000,2012-12-21,0.0,2012
74195,36,Completed,0.35643,0.3199,E,Home Improvement,TX,Other,Employed,"$50,000-74,999",5250.0,5000,2011-09-28,217.74,2011
74198,60,Completed,0.19661,0.1728,A,Debt Consolidation,WA,Food Service,Employed,"$25,000-49,999",3239.916667,3000,2012-08-09,75.01,2012
74208,36,non-remittance,0.36676,0.33,HR,Other,GA,Other,Full-time,"$50,000-74,999",4583.333333,3500,2010-10-26,154.39,2010
74210,36,Completed,0.08591,0.0825,AA,Other,NC,Other,Employed,"$50,000-74,999",5583.333333,6000,2010-10-07,188.71,2010
74213,36,non-remittance,0.34621,0.3099,E,Debt Consolidation,OK,Clerical,Part-time,"$1-24,999",1196.333333,4000,2011-06-23,171.98,2011
74214,36,Completed,0.24614,0.2085,D,Debt Consolidation,GA,Professional,Employed,"$75,000-99,999",7083.333333,15000,2013-11-07,563.97,2013
74217,60,non-remittance,0.3142,0.2899,D,Debt Consolidation,AL,Other,Employed,"$100,000+",11750.0,10560,2011-04-26,335.14,2011
74222,36,Completed,0.35643,0.3199,E,Other,PA,Clerical,Employed,"$1-24,999",1666.666667,4000,2011-07-13,174.2,2011
74223,36,Completed,0.28574,0.2625,D,Debt Consolidation,IL,Other,Self-employed,"$25,000-49,999",2166.666667,3000,2010-03-17,115.26,2010
74243,36,Completed,0.34631,0.31,E,Debt Consolidation,CO,Professional,Full-time,"$25,000-49,999",3500.0,5000,2010-10-26,215.01,2010
74246,60,non-remittance,0.20436,0.1899,B,Business,AL,Food Service Management,Employed,"$50,000-74,999",4250.0,10746,2011-06-29,278.69,2011
74247,36,non-remittance,0.35285,0.3127,HR,Large Purchases,FL,Other,Other,"$50,000-74,999",6000.0,4000,2012-01-18,172.6,2012
74250,36,Completed,0.17754,0.1414,B,Debt Consolidation,OH,Retail Management,Employed,"$50,000-74,999",4500.0,10000,2013-01-31,342.46,2013
74253,60,Completed,0.24702,0.222,C,Home Improvement,FL,Fireman,Employed,"$25,000-49,999",3941.666667,9600,2012-04-27,266.23,2012
74257,36,Completed,0.28974,0.2511,D,Debt Consolidation,CA,Computer Programmer,Employed,"$75,000-99,999",6250.0,2000,2012-01-05,79.64,2012
74263,36,non-remittance,0.35797,0.3177,HR,Medical/Dental,TN,Other,Other,"$25,000-49,999",2083.333333,2000,2012-02-07,86.85,2012
74266,36,Completed,0.31308,0.2775,D,Debt Consolidation,PA,Other,Employed,"$25,000-49,999",2665.583333,2000,2011-01-06,82.46,2011
74271,36,Completed,0.35797,0.3177,HR,Household Expenses,VA,Military Enlisted,Employed,"$75,000-99,999",8166.666667,4000,2012-07-27,173.71,2012
74277,36,Completed,0.16056,0.139,A,Business,GA,Truck Driver,Employed,"$75,000-99,999",6666.666667,2500,2011-08-08,85.32,2011
74278,12,Completed,0.34105,0.2499,D,Debt Consolidation,GA,Other,Not employed,Not employed,0.0,2000,2011-09-29,190.08,2011
74287,36,Completed,0.16056,0.139,A,Debt Consolidation,PA,Teacher,Employed,"$50,000-74,999",5358.333333,7000,2011-10-18,238.9,2011
74295,36,Completed,0.19108,0.1621,B,Home Improvement,IL,Professional,Employed,"$50,000-74,999",5166.666667,15000,2011-12-21,528.91,2011
74296,36,Completed,0.27467,0.2399,D,Home Improvement,IL,Professional,Full-time,"$25,000-49,999",3666.666667,2000,2011-08-24,78.46,2011
74299,60,Completed,0.35838,0.3304,E,Debt Consolidation,GA,Computer Programmer,Full-time,"$100,000+",8333.333333,4000,2012-04-06,136.98,2012
74301,60,non-remittance,0.35838,0.3304,E,Debt Consolidation,MN,Sales - Retail,Employed,"$25,000-49,999",2250.0,2000,2012-03-21,68.49,2012
74304,36,Completed,0.35797,0.3177,HR,Other,OR,Other,Employed,"$25,000-49,999",3333.333333,4000,2012-06-12,173.71,2012
74305,36,Completed,0.0893,0.0759,AA,Debt Consolidation,NY,Principal,Employed,"$100,000+",16583.333333,15000,2013-05-06,467.21,2013
74306,36,Completed,0.39153,0.35,HR,Auto,GA,Administrative Assistant,Full-time,"$50,000-74,999",4299.5,1000,2010-01-05,45.24,2010
74308,36,Completed,0.31053,0.275,D,Business,MO,Social Worker,Full-time,"$100,000+",9666.666667,3500,2010-10-06,143.83,2010
74312,36,non-remittance,0.32538,0.2859,E,Debt Consolidation,FL,Executive,Employed,"$50,000-74,999",5000.0,4000,2012-10-10,166.73,2012
74315,36,Completed,0.24807,0.21,C,Other,CA,Executive,Full-time,"$75,000-99,999",6761.666667,1000,2009-12-29,37.68,2009
74327,36,Completed,0.13545,0.1074,A,Business,CO,Other,Full-time,"$100,000+",8654.166667,5000,2011-11-22,163.08,2011
74328,36,Completed,0.35797,0.3177,HR,Home Improvement,IN,Professional,Employed,"$75,000-99,999",7083.333333,2700,2012-07-26,117.25,2012
74336,36,Completed,0.13068,0.1095,A,Debt Consolidation,TX,Accountant/CPA,Employed,"$75,000-99,999",7732.916667,12000,2010-11-30,392.58,2010
74337,12,Completed,0.23554,0.1576,C,Debt Consolidation,NH,Analyst,Employed,"$100,000+",13333.333333,15000,2012-04-24,1359.26,2012
74345,36,Completed,0.36742,0.343,E,Debt Consolidation,NY,Executive,Full-time,"$100,000+",20833.333333,4000,2009-12-31,179.36,2009
74347,36,non-remittance,0.35797,0.3177,HR,Vacation,NJ,Retail Management,Employed,"$50,000-74,999",5833.333333,3000,2012-02-15,130.28,2012
74355,36,Completed,0.17359,0.1449,B,Debt Consolidation,GA,Student - College Graduate Student,Employed,"$25,000-49,999",2208.333333,5000,2012-04-04,172.08,2012
74359,36,Completed,0.13119,0.11,A,Debt Consolidation,NJ,Postal Service,Full-time,"$50,000-74,999",4500.0,3500,2010-01-07,114.59,2010
74364,36,non-remittance,0.202,0.1799,B,Debt Consolidation,FL,Professional,Full-time,"$50,000-74,999",5000.0,4000,2011-09-29,144.59,2011
74369,36,Completed,0.124,0.1029,A,Home Improvement,MD,Other,Employed,"$100,000+",9583.333333,5000,2011-07-21,162.02,2011
74381,36,Completed,0.24758,0.2099,C,Auto,MO,Other,Other,"$25,000-49,999",3126.333333,4500,2012-10-22,169.51,2012
74382,60,Completed,0.20593,0.1819,B,Debt Consolidation,NY,Other,Employed,"$75,000-99,999",7500.0,18000,2013-04-25,458.94,2013
74384,36,Completed,0.26681,0.2287,D,Debt Consolidation,TX,Accountant/CPA,Self-employed,"$50,000-74,999",4166.666667,3000,2012-05-14,115.93,2012
74399,36,non-remittance,0.28777,0.2645,D,Debt Consolidation,IN,Other,Full-time,"$25,000-49,999",2500.0,3500,2009-11-18,141.86,2009
74410,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,TX,Other,Employed,"$50,000-74,999",5750.0,4000,2012-09-05,173.71,2012
74418,36,Completed,0.12663,0.1055,A,Home Improvement,HI,Engineer - Mechanical,Full-time,"$100,000+",9166.666667,4500,2010-10-26,146.37,2010
74422,12,Completed,0.35843,0.2669,E,Other,TN,Teacher,Employed,"$25,000-49,999",2083.333333,2000,2011-05-23,191.73,2011
74423,36,Completed,0.16653,0.1449,B,Business,KY,Other,Employed,"$25,000-49,999",3000.0,10000,2011-01-27,344.16,2011
74432,60,Completed,0.27462,0.2489,C,Debt Consolidation,PA,Computer Programmer,Employed,"$50,000-74,999",5666.666667,8000,2012-07-13,234.29,2012
74433,36,Completed,0.15324,0.1249,A,Taxes,GA,Other,Other,"$25,000-49,999",3241.666667,4000,2013-09-25,133.8,2013
74434,12,Completed,0.11066,0.0735,A,Medical/Dental,MN,Police Officer/Correction Officer,Employed,"$50,000-74,999",5833.333333,2000,2012-09-06,0.0,2012
74440,36,Completed,0.17359,0.1449,B,Debt Consolidation,CO,Computer Programmer,Employed,"$100,000+",10750.0,9000,2012-02-27,309.74,2012
74442,36,Completed,0.26681,0.2287,D,Debt Consolidation,MA,Retail Management,Full-time,"$50,000-74,999",5458.333333,4000,2012-07-17,154.57,2012
74449,36,non-remittance,0.15538,0.127,A,Debt Consolidation,CT,Tradesman - Mechanic,Employed,"$100,000+",8333.333333,17500,2012-04-30,587.12,2012
74462,36,Completed,0.27623,0.2379,D,Household Expenses,NY,Analyst,Employed,"$75,000-99,999",6416.666667,13000,2013-09-25,508.59,2013
74464,36,Completed,0.21434,0.1774,C,Household Expenses,FL,Medical Technician,Employed,"$50,000-74,999",4166.666667,3500,2012-12-21,126.08,2012
74468,36,Completed,0.2837,0.2452,D,Debt Consolidation,FL,Teacher,Employed,"$25,000-49,999",3000.0,3950,2012-02-28,156.05,2012
74470,36,non-remittance,0.34621,0.3099,E,Debt Consolidation,IL,Computer Programmer,Employed,"$50,000-74,999",5416.666667,7500,2011-06-10,322.47,2011
74474,36,Completed,0.12663,0.1055,A,Debt Consolidation,NC,Other,Full-time,"$100,000+",9500.0,4100,2010-12-21,133.36,2010
74482,36,Completed,0.08341,0.08,AA,Other,UT,Computer Programmer,Full-time,"$75,000-99,999",6750.0,2000,2009-10-27,62.67,2009
74484,36,non-remittance,0.35643,0.3199,HR,Debt Consolidation,WA,Other,Employed,"$25,000-49,999",3833.333333,4000,2011-10-12,174.2,2011
74488,36,Completed,0.28447,0.2495,D,Debt Consolidation,NJ,Computer Programmer,Employed,"$100,000+",9166.666667,5000,2010-12-23,198.67,2010
74493,36,Completed,0.19236,0.1559,B,Debt Consolidation,AL,Retail Management,Employed,"$25,000-49,999",2708.333333,10000,2013-03-19,349.55,2013
74497,60,Completed,0.24015,0.2153,C,Debt Consolidation,IL,Professional,Employed,"$50,000-74,999",5833.333333,5000,2012-11-01,136.76,2012
74505,36,Completed,0.17359,0.1449,B,Household Expenses,CA,Other,Employed,"$25,000-49,999",3750.0,2000,2012-01-25,68.83,2012
74514,36,Completed,0.30899,0.2699,E,Auto,GA,Teacher,Employed,"$25,000-49,999",2833.333333,10000,2013-10-10,408.2,2013
74520,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,TX,Other,Employed,"$25,000-49,999",2666.666667,4000,2012-11-16,173.71,2012
74525,36,Completed,0.11535,0.092,A,Other,MD,Administrative Assistant,Part-time,"$25,000-49,999",2083.333333,1500,2010-07-07,47.84,2010
74530,36,Completed,0.11766,0.0899,A,Wedding Loans,CO,Engineer - Electrical,Full-time,"$75,000-99,999",7083.333333,5000,2012-02-16,158.98,2012
74545,60,non-remittance,0.20931,0.1852,B,Auto,VT,Other,Employed,"$25,000-49,999",2500.0,9500,2012-09-26,243.93,2012
74546,36,Completed,0.11296,0.092,A,Debt Consolidation,NC,Other,Full-time,"$25,000-49,999",3416.666667,4600,2010-03-24,146.71,2010
74551,60,Completed,0.27462,0.2489,C,Taxes,NC,Professional,Employed,"$100,000+",17719.916667,15000,2012-04-23,439.3,2012
74560,12,Completed,0.17969,0.1224,B,Cosmetic Procedure,IL,Professional,Employed,"$100,000+",10000.0,15000,2012-07-17,1334.42,2012
74563,36,Completed,0.29506,0.2625,D,Debt Consolidation,MO,Other,Self-employed,"$1-24,999",87.916667,1200,2010-06-22,48.51,2010
74564,12,non-remittance,0.23554,0.1576,C,Business,CA,Food Service,Employed,"$1-24,999",1166.666667,2000,2012-07-05,181.23,2012
74565,36,non-remittance,0.28728,0.2487,D,Other,CA,Student - College Sophomore,Self-employed,"$1-24,999",1250.0,2500,2011-12-16,99.23,2011
74566,36,Completed,0.07539,0.072,AA,Debt Consolidation,FL,Executive,Full-time,"$100,000+",8333.333333,1000,2009-11-02,30.97,2009
74573,60,Completed,0.31375,0.287,D,Debt Consolidation,IL,Other,Employed,"$25,000-49,999",3750.0,8000,2012-06-08,252.48,2012
74577,36,Completed,0.22712,0.1899,C,Debt Consolidation,NJ,Teacher,Employed,"$50,000-74,999",5625.0,8000,2013-02-13,293.21,2013
