Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,LoanOriginationDate,MonthlyLoanPayment,LoanOriginationYear
36,Completed,0.19108,0.1621,B,Home Improvement,VA,Administrative Assistant,Employed,"$50,000-74,999",4966.666667,2150,2012-01-10,75.81,2012
60,non-remittance,0.29464,0.2684,D,Debt Consolidation,MO,Professional,Employed,"$50,000-74,999",4500.0,10000,2012-09-18,304.4,2012
36,Completed,0.20321,0.1699,C,Other,CA,Other,Other,"$50,000-74,999",4583.333333,10000,2011-04-27,356.48,2011
36,Completed,0.35797,0.3177,HR,Debt Consolidation,WI,Postal Service,Employed,"$25,000-49,999",3288.0,4000,2012-07-26,173.71,2012
36,Completed,0.25424,0.2199,D,Home Improvement,OK,Professional,Full-time,"$75,000-99,999",6854.166667,6800,2011-04-29,259.66,2011
36,non-remittance,0.35643,0.3199,E,Home Improvement,WI,Food Service,Employed,"$1-24,999",1666.666667,2500,2011-09-30,108.87,2011
36,Completed,0.29265,0.2575,D,Debt Consolidation,CA,Accountant/CPA,Full-time,"$50,000-74,999",5000.0,4400,2010-11-03,176.69,2010
36,Completed,0.07821,0.0649,AA,Household Expenses,NY,Investor,Employed,"$100,000+",18750.0,7500,2012-06-28,229.83,2012
36,Completed,0.13453,0.1133,A,Debt Consolidation,OH,Executive,Full-time,"$75,000-99,999",6833.333333,3500,2009-10-16,115.13,2009
36,Completed,0.38058,0.3435,E,Home Improvement,UT,Food Service Management,Employed,"$75,000-99,999",7666.666667,3000,2010-08-26,134.61,2010
60,Completed,0.24252,0.2199,C,Debt Consolidation,GA,Accountant/CPA,Full-time,"$25,000-49,999",2750.0,8000,2011-07-26,220.91,2011
36,Completed,0.08325,0.0699,AA,Home Improvement,FL,Pilot - Private/Commercial,Employed,"$100,000+",9166.666667,8000,2013-04-23,246.98,2013
36,Completed,0.10436,0.0835,A,Debt Consolidation,TN,Nurse (RN),Full-time,"$50,000-74,999",4333.333333,7000,2010-01-13,220.49,2010
36,non-remittance,0.18751,0.1656,B,Debt Consolidation,AL,Professional,Employed,"$50,000-74,999",5300.0,15000,2011-11-08,531.51,2011
36,Completed,0.35797,0.3177,HR,Other,IL,Skilled Labor,Employed,"$25,000-49,999",3991.666667,4000,2012-07-31,173.71,2012
36,non-remittance,0.30532,0.2699,D,Other,CT,Waiter/Waitress,Employed,"$25,000-49,999",3000.0,5000,2011-07-18,204.1,2011
36,Completed,0.35643,0.3199,HR,Debt Consolidation,GA,Professional,Employed,"$25,000-49,999",3333.333333,4000,2011-07-12,174.2,2011
36,Completed,0.18725,0.1509,B,Debt Consolidation,FL,Computer Programmer,Employed,"$50,000-74,999",5833.333333,7500,2013-10-08,260.32,2013
36,Completed,0.09844,0.095,AA,Debt Consolidation,CA,Other,Full-time,"$25,000-49,999",4083.333333,1800,2009-11-02,28.57,2009
36,Completed,0.22712,0.1899,C,Debt Consolidation,VA,Other,Employed,"$100,000+",12916.666667,2000,2013-08-16,73.3,2013
36,Completed,0.202,0.1799,B,Business,PA,Other,Employed,"$25,000-49,999",3750.0,15000,2011-09-27,542.21,2011
36,Completed,0.35643,0.3199,HR,Debt Consolidation,WA,Other,Employed,"$50,000-74,999",4707.083333,4000,2011-08-24,174.2,2011
36,non-remittance,0.22456,0.1874,C,Debt Consolidation,CA,Postal Service,Employed,"$25,000-49,999",3000.0,15000,2012-02-23,547.87,2012
12,Completed,0.1305,0.0729,A,Other,WA,Professional,Full-time,"$75,000-99,999",7533.333333,5000,2011-02-24,433.3,2011
36,Completed,0.06437,0.061,AA,Other,CA,Skilled Labor,Part-time,"$1-24,999",2041.666667,1500,2010-02-04,45.7,2010
36,Completed,0.3509,0.3108,E,Debt Consolidation,UT,Professional,Employed,"$25,000-49,999",3500.0,7500,2011-12-12,322.84,2011
36,Completed,0.35797,0.3177,HR,Home Improvement,NY,Other,Employed,"$75,000-99,999",8000.0,4000,2012-01-26,173.71,2012
36,Completed,0.124,0.1029,A,Debt Consolidation,VA,Other,Employed,"$100,000+",8833.333333,7000,2011-08-05,226.82,2011
36,Completed,0.12511,0.104,A,Home Improvement,IL,Waiter/Waitress,Employed,"$25,000-49,999",2083.333333,9500,2011-05-06,308.33,2011
36,Completed,0.23383,0.1999,C,Other,CA,Nurse (RN),Employed,"$50,000-74,999",5833.333333,4000,2011-02-23,148.63,2011
36,Completed,0.08459,0.05,AA,Other,VA,Military Enlisted,Full-time,"$25,000-49,999",4000.0,1000,2009-09-11,29.97,2009
60,Completed,0.14657,0.1329,A,Debt Consolidation,MI,Computer Programmer,Employed,"$50,000-74,999",6083.333333,13000,2011-08-16,297.72,2011
36,Completed,0.29265,0.2575,D,Home Improvement,WV,Other,Full-time,"$100,000+",8333.333333,6000,2010-10-19,240.95,2010
36,non-remittance,0.22237,0.2,HR,Debt Consolidation,TX,Professional,Full-time,"$25,000-49,999",3583.333333,3500,2009-11-16,130.07,2009
36,Completed,0.33553,0.2958,E,Other,GA,Laborer,Employed,"$1-24,999",1250.0,4000,2012-05-07,168.89,2012
36,non-remittance,0.35643,0.3199,E,Auto,VA,Accountant/CPA,Employed,"$50,000-74,999",4833.333333,7500,2011-07-25,326.62,2011
60,non-remittance,0.16499,0.1419,B,Debt Consolidation,PA,Other,Employed,"$25,000-49,999",2833.333333,9500,2013-03-08,221.99,2013
36,non-remittance,0.202,0.1799,B,Other,AZ,Other,Employed,"$25,000-49,999",3333.333333,6000,2011-09-13,216.88,2011
36,Completed,0.11146,0.108,AA,Debt Consolidation,TN,Professional,Full-time,"$75,000-99,999",7666.666667,17500,2010-02-04,571.27,2010
36,Completed,0.29265,0.2575,D,Debt Consolidation,CA,Professional,Employed,"$25,000-49,999",3647.333333,4500,2010-08-25,180.71,2010
60,Completed,0.31375,0.287,D,Business,IL,Professional,Employed,"$50,000-74,999",4500.0,6300,2012-07-23,198.82,2012
36,Completed,0.35643,0.3199,HR,Home Improvement,CA,Other,Other,"$50,000-74,999",5000.0,3000,2011-04-29,130.65,2011
36,non-remittance,0.35643,0.3199,HR,Debt Consolidation,PA,Administrative Assistant,Employed,"$25,000-49,999",3750.0,3498,2011-06-28,152.34,2011
36,Completed,0.13068,0.1095,A,Other,TX,Executive,Employed,"$75,000-99,999",8125.0,10000,2010-12-08,327.15,2010
36,Completed,0.12511,0.104,A,Home Improvement,AZ,Computer Programmer,Employed,"$25,000-49,999",3601.25,4000,2011-05-05,129.82,2011
36,non-remittance,0.2951,0.2599,D,Debt Consolidation,PA,Other,Employed,"$25,000-49,999",3750.0,10000,2011-11-18,402.85,2011
36,Completed,0.35797,0.3177,HR,Debt Consolidation,TX,Other,Employed,"$50,000-74,999",4166.666667,3000,2012-08-31,130.28,2012
12,Completed,0.13972,0.082,A,Other,MO,Student - College Graduate Student,Employed,"$50,000-74,999",4666.666667,3600,2011-02-28,313.49,2011
36,Completed,0.37453,0.35,HR,Debt Consolidation,CA,Sales - Commission,Full-time,"$100,000+",10083.333333,4000,2010-03-12,180.94,2010
36,Completed,0.2832,0.26,C,Debt Consolidation,TN,Teacher,Full-time,"$25,000-49,999",3883.333333,5500,2010-03-11,221.6,2010
36,Completed,0.29334,0.27,D,Home Improvement,MI,Professional,Full-time,"$25,000-49,999",2500.0,2000,2010-05-14,81.65,2010
36,Completed,0.2951,0.2599,D,Debt Consolidation,WI,Other,Employed,"$25,000-49,999",2500.0,8000,2011-11-17,322.28,2011
60,Completed,0.30748,0.2809,E,Debt Consolidation,NC,Other,Employed,"$50,000-74,999",5833.333333,4000,2013-07-30,124.76,2013
36,Completed,0.17192,0.1359,B,Debt Consolidation,CA,Computer Programmer,Employed,"$50,000-74,999",5000.0,12000,2012-10-30,407.75,2012
60,Completed,0.14453,0.1219,A,Other,NM,Other,Employed,"$25,000-49,999",3333.333333,10000,2013-08-27,223.41,2013
36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,CA,Investor,Self-employed,"$1-24,999",1250.0,2000,2012-12-12,86.85,2012
36,non-remittance,0.2974,0.274,D,Debt Consolidation,MD,Professional,Full-time,"$50,000-74,999",4175.0,7000,2010-02-08,287.28,2010
36,non-remittance,0.35797,0.3177,HR,Other,KY,Other,Other,"$25,000-49,999",2500.0,4000,2012-04-02,173.71,2012
36,Completed,0.28728,0.2487,D,Home Improvement,SC,Other,Full-time,"$25,000-49,999",3333.333333,2000,2011-12-30,79.38,2011
36,Completed,0.35643,0.3199,E,Debt Consolidation,NC,Sales - Retail,Employed,"$50,000-74,999",4833.333333,4000,2011-03-04,174.2,2011
36,non-remittance,0.35797,0.3177,HR,Other,WA,Engineer - Mechanical,Self-employed,"$75,000-99,999",6666.666667,4000,2012-01-19,173.71,2012
36,Completed,0.30532,0.2699,D,Debt Consolidation,PA,Clerical,Employed,"$1-24,999",1833.333333,4000,2011-02-25,163.28,2011
36,non-remittance,0.35797,0.3177,HR,Medical/Dental,CA,Other,Other,"$25,000-49,999",2250.0,4000,2012-10-30,173.71,2012
60,Completed,0.15784,0.1396,A,Business,CA,Food Service Management,Employed,"$25,000-49,999",3750.0,14000,2012-02-24,325.47,2012
60,non-remittance,0.27462,0.2489,C,Household Expenses,MD,Medical Technician,Employed,"$50,000-74,999",5000.0,15000,2012-07-05,439.3,2012
36,Completed,0.16005,0.1385,B,Business,CT,Nurse (LPN),Full-time,"$25,000-49,999",3750.0,4000,2010-05-26,95.44,2010
36,Completed,0.28888,0.2656,C,Student Use,MI,Computer Programmer,Full-time,"$75,000-99,999",7983.083333,20000,2010-04-05,811.79,2010
60,Completed,0.23872,0.2139,C,Debt Consolidation,MN,Other,Employed,"$50,000-74,999",5448.833333,15000,2013-04-17,409.1,2013
60,Completed,0.30697,0.2804,D,Business,MN,Other,Employed,"$25,000-49,999",3120.0,4500,2012-07-31,140.22,2012
36,Completed,0.2924,0.2537,D,Debt Consolidation,MA,Administrative Assistant,Full-time,"$50,000-74,999",4500.0,3000,2011-12-06,119.87,2011
36,Completed,0.08829,0.0749,AA,Large Purchases,CA,Police Officer/Correction Officer,Employed,"$75,000-99,999",6250.0,11500,2012-04-30,357.67,2012
36,non-remittance,0.34577,0.3058,E,Wedding Loans,AL,Military Enlisted,Employed,"$50,000-74,999",5302.916667,4000,2012-02-13,171.08,2012
36,non-remittance,0.33973,0.2999,E,Debt Consolidation,MO,Professional,Employed,"$100,000+",9000.0,4000,2012-06-20,169.78,2012
36,Completed,0.22362,0.1899,C,Debt Consolidation,CA,Sales - Retail,Employed,"$1-24,999",1000.0,10000,2011-05-25,366.51,2011
36,non-remittance,0.37453,0.35,B,Business,VT,Computer Programmer,Self-employed,"$50,000-74,999",4166.666667,2500,2009-09-29,113.09,2009
60,non-remittance,0.18136,0.1579,B,Debt Consolidation,LA,Professional,Employed,"$50,000-74,999",4416.666667,10000,2013-04-18,242.07,2013
36,Completed,0.13068,0.1095,A,Debt Consolidation,FL,Administrative Assistant,Employed,"$50,000-74,999",4608.333333,8500,2011-01-18,278.08,2011
36,Completed,0.26681,0.2287,D,Debt Consolidation,MA,Retail Management,Employed,"$50,000-74,999",4333.333333,4500,2012-07-02,173.89,2012
36,Completed,0.38723,0.35,HR,Debt Consolidation,MI,Other,Full-time,"$1-24,999",1680.0,1800,2010-08-27,81.42,2010
36,non-remittance,0.35643,0.3199,E,Debt Consolidation,NC,Administrative Assistant,Employed,"$25,000-49,999",3750.0,7500,2011-10-04,326.62,2011
36,Completed,0.31363,0.29,HR,Auto,CO,Other,Full-time,"$25,000-49,999",2083.333333,3000,2010-07-06,125.72,2010
36,Completed,0.19196,0.17,C,Debt Consolidation,UT,Sales - Commission,Full-time,"$100,000+",9166.666667,3000,2010-03-19,106.96,2010
36,Completed,0.07439,0.071,AA,Debt Consolidation,FL,Fireman,Full-time,"$50,000-74,999",5416.666667,4200,2010-02-26,129.88,2010
36,Completed,0.11535,0.092,A,Student Use,MD,Student - College Junior,Part-time,"$1-24,999",166.666667,1500,2010-03-08,47.84,2010
36,Completed,0.30532,0.2699,D,Other,CA,Medical Technician,Employed,"$25,000-49,999",2686.666667,4481,2011-09-23,182.92,2011
36,Completed,0.2353,0.1979,C,Debt Consolidation,NC,Professional,Employed,"$25,000-49,999",3666.666667,2700,2013-03-14,100.05,2013
36,Completed,0.28339,0.2449,D,Debt Consolidation,AZ,Other,Employed,"$25,000-49,999",2250.0,7500,2012-08-03,296.18,2012
36,Completed,0.37453,0.35,E,Debt Consolidation,NJ,Attorney,Full-time,"$100,000+",15000.0,4500,2009-11-30,203.56,2009
36,non-remittance,0.2878,0.2492,D,Other,LA,Truck Driver,Employed,"$25,000-49,999",3916.666667,5000,2012-12-05,198.59,2012
36,Completed,0.11843,0.0974,A,Home Improvement,AZ,Accountant/CPA,Employed,"$75,000-99,999",7083.333333,7019,2012-08-29,225.62,2012
36,non-remittance,0.35643,0.3199,E,Other,NJ,Accountant/CPA,Employed,"$75,000-99,999",7500.0,4000,2011-03-23,174.2,2011
36,Completed,0.0762,0.0629,AA,Debt Consolidation,CA,Engineer - Electrical,Employed,"$75,000-99,999",7916.666667,2000,2014-01-28,61.11,2014
36,Completed,0.1717,0.15,B,Debt Consolidation,CA,Professional,Full-time,"$25,000-49,999",3278.0,5100,2009-12-22,176.79,2009
36,Completed,0.37301,0.3485,HR,Debt Consolidation,NY,Professional,Full-time,"$50,000-74,999",5916.666667,5000,2010-07-08,225.76,2010
36,Completed,0.35285,0.3127,HR,Other,CO,Other,Employed,"$25,000-49,999",2833.333333,3000,2011-12-29,129.45,2011
36,Completed,0.21025,0.1734,C,Debt Consolidation,KY,Computer Programmer,Self-employed,"$75,000-99,999",7333.333333,15000,2012-11-27,537.33,2012
36,Completed,0.124,0.1029,A,Home Improvement,MD,Tradesman - Electrician,Full-time,"$50,000-74,999",4510.583333,5200,2011-08-04,168.5,2011
36,Completed,0.33553,0.2958,E,Home Improvement,FL,Other,Employed,"$50,000-74,999",4416.666667,4000,2012-02-15,168.89,2012
36,Completed,0.38058,0.3435,E,Other,TN,Retail Management,Employed,"$100,000+",8583.333333,7000,2010-11-05,314.08,2010
36,Completed,0.07439,0.071,AA,Debt Consolidation,PA,Sales - Commission,Full-time,"$25,000-49,999",4000.0,1200,2010-03-26,37.11,2010
36,Completed,0.10436,0.0835,A,Debt Consolidation,TN,Professional,Full-time,"$75,000-99,999",6300.0,2500,2009-12-30,78.75,2009
36,Completed,0.35797,0.3177,HR,Vacation,WY,Construction,Self-employed,"$100,000+",8333.333333,4000,2012-03-20,173.71,2012
36,Completed,0.34731,0.3073,E,Auto,OK,Tradesman - Mechanic,Employed,"$75,000-99,999",6250.0,4000,2012-01-09,171.41,2012
36,Completed,0.35797,0.3177,HR,Business,PA,Retail Management,Employed,"$25,000-49,999",2166.666667,4000,2012-03-26,173.71,2012
60,Completed,0.23462,0.2099,C,Debt Consolidation,MI,Professional,Employed,"$50,000-74,999",4666.666667,10000,2013-08-09,270.48,2013
36,Completed,0.33097,0.295,D,Debt Consolidation,TX,Other,Other,"$25,000-49,999",3485.0,5000,2010-12-20,210.89,2010
36,Completed,0.34577,0.3058,E,Debt Consolidation,CA,Other,Employed,"$25,000-49,999",2666.666667,4000,2012-01-18,171.08,2012
36,Completed,0.38723,0.35,HR,Debt Consolidation,VA,Chemist,Employed,"$50,000-74,999",4166.666667,3500,2010-09-24,158.33,2010
36,non-remittance,0.32333,0.2839,E,Taxes,TX,Other,Employed,"$75,000-99,999",7500.0,4000,2012-09-14,166.3,2012
36,non-remittance,0.38058,0.3435,E,Debt Consolidation,CA,Professional,Employed,"$75,000-99,999",7225.0,3500,2010-09-01,157.04,2010
36,non-remittance,0.35643,0.3199,HR,Home Improvement,FL,Investor,Self-employed,"$100,000+",10541.666667,4000,2011-09-16,174.2,2011
36,Completed,0.30532,0.2699,D,Debt Consolidation,TX,Accountant/CPA,Employed,"$50,000-74,999",6000.0,5000,2011-08-30,204.1,2011
12,Completed,0.06589,0.0565,AA,Cosmetic Procedure,TX,Principal,Employed,"$50,000-74,999",4833.333333,3700,2012-07-24,0.0,2012
60,Completed,0.31375,0.287,D,Debt Consolidation,IL,Other,Self-employed,"$50,000-74,999",4166.666667,15000,2012-06-06,473.39,2012
36,Completed,0.37453,0.35,HR,Other,MD,Truck Driver,Full-time,"$25,000-49,999",3250.0,5000,2010-04-14,226.18,2010
36,Completed,0.33097,0.295,D,Debt Consolidation,OH,Car Dealer,Employed,"$100,000+",9583.333333,7000,2011-01-03,295.25,2011
36,non-remittance,0.35643,0.3199,HR,Business,UT,Truck Driver,Employed,"$75,000-99,999",6250.0,4000,2011-11-02,174.2,2011
36,Completed,0.22362,0.1899,C,Business,IL,Analyst,Employed,"$50,000-74,999",4750.0,5000,2011-07-07,183.25,2011
36,Completed,0.30542,0.27,HR,Debt Consolidation,NH,Computer Programmer,Employed,"$75,000-99,999",7083.333333,4400,2010-10-19,179.63,2010
36,Completed,0.23383,0.1999,C,Home Improvement,CA,Executive,Employed,"$100,000+",15250.0,4500,2011-02-25,167.21,2011
36,Completed,0.35797,0.3177,HR,Debt Consolidation,HI,Other,Other,"$50,000-74,999",5416.666667,4000,2012-05-31,173.71,2012
36,Completed,0.30532,0.2699,D,Auto,MI,Other,Employed,"$25,000-49,999",3750.0,7000,2011-01-28,285.74,2011
36,Completed,0.35858,0.322,E,Auto,CT,Executive,Employed,"$75,000-99,999",8250.0,2500,2011-01-10,109.16,2011
36,Completed,0.17069,0.149,B,Debt Consolidation,NC,Executive,Employed,"$100,000+",9833.333333,7500,2010-11-30,259.62,2010
36,non-remittance,0.31308,0.2775,D,Other,CO,Professional,Full-time,"$50,000-74,999",4166.666667,6000,2010-12-22,247.37,2010
36,Completed,0.38723,0.35,HR,Debt Consolidation,MA,Professional,Full-time,"$75,000-99,999",6583.333333,2500,2010-11-30,113.09,2010
36,Completed,0.31053,0.275,D,Home Improvement,NC,Nurse (LPN),Employed,"$75,000-99,999",6250.0,5000,2010-10-06,205.47,2010
36,Completed,0.34577,0.3058,E,Other,CA,Other,Employed,"$50,000-74,999",4833.333333,7500,2011-12-22,320.77,2011
36,Completed,0.16595,0.1419,C,Debt Consolidation,CA,Social Worker,Full-time,"$50,000-74,999",4583.333333,1500,2010-03-30,51.4,2010
36,Completed,0.35643,0.3199,E,Debt Consolidation,WA,Professional,Employed,"$50,000-74,999",5000.0,5500,2011-09-12,239.52,2011
36,Completed,0.08331,0.0799,AA,Other,NY,Police Officer/Correction Officer,Full-time,"$100,000+",11666.666667,7975,2011-10-27,249.87,2011
12,Completed,0.17493,0.1177,B,Debt Consolidation,IL,Computer Programmer,Self-employed,"$75,000-99,999",7666.666667,10000,2013-01-10,887.41,2013
36,Completed,0.35797,0.3177,HR,Business,TN,Food Service,Employed,"$25,000-49,999",3950.916667,4000,2012-09-04,173.71,2012
36,Completed,0.25486,0.2205,C,Other,CA,Other,Full-time,"$1-24,999",1863.333333,11000,2011-11-03,420.38,2011
36,non-remittance,0.35797,0.3177,HR,Home Improvement,TN,Other,Employed,"$75,000-99,999",6750.0,4000,2012-07-25,173.71,2012
60,Completed,0.13227,0.1099,A,Other,NV,Clerical,Employed,"$25,000-49,999",3333.333333,3000,2013-04-09,65.21,2013
36,Completed,0.28726,0.264,D,Debt Consolidation,NC,Professional,Full-time,"$50,000-74,999",4375.0,4000,2009-09-01,162.02,2009
36,non-remittance,0.202,0.1799,B,Debt Consolidation,NY,Executive,Employed,"$50,000-74,999",5416.666667,4000,2011-09-27,144.59,2011
36,Completed,0.12309,0.102,A,Debt Consolidation,MI,Computer Programmer,Full-time,"$75,000-99,999",8278.0,8600,2010-04-16,278.31,2010
36,Completed,0.28974,0.2511,D,Business,TX,Retail Management,Employed,"$50,000-74,999",5416.666667,5000,2012-01-26,199.09,2012
60,non-remittance,0.26877,0.2432,D,Debt Consolidation,NY,Professional,Self-employed,"$25,000-49,999",2916.666667,4000,2013-07-17,115.82,2013
36,Completed,0.19622,0.1593,C,Other,TN,Professional,Full-time,"$50,000-74,999",6083.333333,1000,2010-07-12,35.12,2010
36,Completed,0.2952,0.26,D,Other,TX,Other,Full-time,"$25,000-49,999",3166.666667,3500,2010-11-24,141.02,2010
36,Completed,0.18031,0.1585,B,Debt Consolidation,CT,Accountant/CPA,Full-time,"$100,000+",16666.666667,15000,2010-03-23,526.25,2010
36,Completed,0.17018,0.1485,B,Debt Consolidation,IL,Clerical,Full-time,"$50,000-74,999",5775.0,8500,2010-03-30,294.03,2010
36,Completed,0.35797,0.3177,HR,Debt Consolidation,CA,Tradesman - Mechanic,Employed,"$75,000-99,999",8083.333333,4000,2011-12-08,173.71,2011
60,Completed,0.13247,0.1101,AA,Debt Consolidation,IL,Engineer - Mechanical,Employed,"$100,000+",8333.333333,20000,2012-12-18,434.95,2012
36,Completed,0.19645,0.1599,B,Debt Consolidation,VA,Military Enlisted,Employed,"$50,000-74,999",4583.333333,5000,2012-11-20,175.76,2012
12,Completed,0.28273,0.1837,D,Vacation,DE,Nurse (RN),Employed,"$75,000-99,999",6666.666667,4000,2012-03-19,367.42,2012
36,Completed,0.30532,0.2699,D,Debt Consolidation,GA,Analyst,Employed,"$50,000-74,999",5916.666667,3500,2011-08-19,142.87,2011
36,Completed,0.34887,0.3125,HR,Auto,GA,Sales - Retail,Full-time,"$25,000-49,999",2520.25,3500,2011-04-29,150.99,2011
36,non-remittance,0.33973,0.2999,E,Home Improvement,MS,Sales - Retail,Self-employed,"$100,000+",8333.333333,3500,2012-04-03,148.56,2012
36,Completed,0.35797,0.3177,HR,Large Purchases,NC,Construction,Employed,"$75,000-99,999",6300.0,3000,2012-05-24,130.28,2012
36,Completed,0.24246,0.2049,C,Business,GA,Professional,Employed,"$100,000+",8666.666667,2000,2012-01-30,74.83,2012
36,Completed,0.11296,0.092,A,Debt Consolidation,CA,Food Service,Full-time,"$1-24,999",1416.666667,4000,2010-04-26,127.57,2010
36,Completed,0.33665,0.2969,E,Other,NY,Other,Not employed,Not employed,0.0,3000,2012-08-09,126.85,2012
36,Completed,0.07489,0.0715,AA,Debt Consolidation,IL,Other,Full-time,"$1-24,999",1916.666667,2000,2009-12-21,61.89,2009
36,Completed,0.32538,0.2859,E,Debt Consolidation,CA,Computer Programmer,Employed,"$75,000-99,999",6250.0,4000,2013-03-12,166.73,2013
36,Completed,0.35797,0.3177,HR,Debt Consolidation,KS,Truck Driver,Employed,"$25,000-49,999",3750.0,4000,2012-04-06,173.71,2012
36,Completed,0.32333,0.2839,E,Debt Consolidation,NY,Truck Driver,Employed,"$50,000-74,999",4416.666667,3500,2012-09-17,145.51,2012
36,non-remittance,0.35643,0.3199,E,Business,IL,Other,Not employed,Not employed,0.0,7500,2011-07-29,326.62,2011
36,Completed,0.38058,0.3435,E,Debt Consolidation,NY,Other,Full-time,"$50,000-74,999",4333.333333,3500,2010-10-06,157.04,2010
36,non-remittance,0.35643,0.3199,HR,Home Improvement,PA,Other,Self-employed,"$100,000+",8666.0,4000,2011-11-16,174.2,2011
12,Completed,0.24532,0.1672,D,Auto,CT,Other,Employed,"$50,000-74,999",5750.0,2500,2012-05-31,0.0,2012
36,non-remittance,0.28726,0.264,D,Other,NC,Administrative Assistant,Full-time,"$25,000-49,999",3689.916667,2000,2009-12-30,81.01,2009
36,non-remittance,0.15144,0.13,A,Auto,CA,Sales - Retail,Full-time,"$1-24,999",835.916667,3000,2009-08-11,101.08,2009
36,Completed,0.12528,0.0974,A,Other,WA,Medical Technician,Employed,"$75,000-99,999",6666.666667,5000,2013-06-24,160.73,2013
36,Completed,0.35643,0.3199,HR,Debt Consolidation,MO,Other,Employed,"$50,000-74,999",4333.333333,4000,2011-03-23,174.2,2011
36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,MO,Other,Other,"$1-24,999",1690.666667,4000,2012-03-29,173.71,2012
36,non-remittance,0.35797,0.3177,HR,Vacation,CO,Other,Other,"$1-24,999",700.0,2500,2012-08-29,108.57,2012
36,Completed,0.35797,0.3177,HR,Auto,NE,Professional,Employed,"$100,000+",11250.0,4000,2012-05-29,173.71,2012
36,Completed,0.32576,0.2899,E,Business,TX,Other,Other,"$50,000-74,999",5500.0,7500,2011-05-13,314.25,2011
36,non-remittance,0.13068,0.1095,A,Business,TX,Sales - Commission,Employed,"$75,000-99,999",7083.333333,15000,2011-01-19,490.73,2011
36,Completed,0.28422,0.261,D,Other,MS,Other,Part-time,"$1-24,999",600.0,2500,2010-03-16,100.86,2010
36,Completed,0.37196,0.31,HR,Other,NY,Food Service,Employed,"$25,000-49,999",3250.0,1000,2010-09-24,43.0,2010
36,Completed,0.35643,0.3199,HR,Business,MO,Other,Not employed,Not employed,0.0,4000,2011-07-28,174.2,2011
36,Completed,0.35423,0.33,E,Other,MO,Laborer,Full-time,"$1-24,999",2033.333333,2000,2009-11-27,88.22,2009
36,non-remittance,0.30532,0.2699,D,Auto,KS,Analyst,Employed,"$75,000-99,999",6458.333333,3500,2011-01-27,142.87,2011
36,non-remittance,0.35797,0.3177,HR,Other,PA,Retail Management,Employed,"$25,000-49,999",3500.0,3000,2012-02-02,130.28,2012
12,Completed,0.24369,0.1656,C,Wedding Loans,GA,Computer Programmer,Employed,"$75,000-99,999",7916.666667,15000,2013-01-18,1364.94,2013
36,Completed,0.11651,0.0955,A,Home Improvement,FL,Professional,Employed,"$50,000-74,999",5666.666667,5500,2011-01-28,0.0,2011
36,Completed,0.2951,0.2599,D,Auto,SC,Police Officer/Correction Officer,Employed,"$25,000-49,999",3551.083333,6330,2011-03-29,255.01,2011
36,non-remittance,0.37453,0.35,HR,Auto,MI,Accountant/CPA,Full-time,"$25,000-49,999",2666.666667,7000,2010-04-29,316.65,2010
36,Completed,0.08829,0.0749,AA,Home Improvement,VA,Police Officer/Correction Officer,Employed,"$50,000-74,999",5333.333333,10000,2012-08-29,311.02,2012
12,Completed,0.11066,0.0735,A,Business,FL,Other,Employed,"$100,000+",8333.333333,10000,2012-11-09,866.88,2012
36,Completed,0.21372,0.1768,B,Other,RI,Retail Management,Employed,"$75,000-99,999",6250.0,4000,2012-05-16,143.97,2012
36,Completed,0.28488,0.2499,D,Debt Consolidation,FL,Other,Full-time,"$75,000-99,999",7833.333333,7500,2011-01-25,298.16,2011
36,Completed,0.10846,0.105,AA,Business,WA,Other,Part-time,"$25,000-49,999",2333.333333,8000,2009-12-09,260.02,2009
36,non-remittance,0.30532,0.2699,D,Business,CA,Professional,Full-time,"$50,000-74,999",4375.0,10000,2011-10-07,408.2,2011
36,Completed,0.17359,0.1449,B,Auto,KS,Executive,Employed,"$50,000-74,999",5416.666667,5000,2012-04-05,172.08,2012
36,Completed,0.33973,0.2999,E,Other,IL,Other,Full-time,"$25,000-49,999",2333.333333,2000,2012-04-25,84.89,2012
36,Completed,0.18214,0.1459,B,Other,CA,Other,Other,"$25,000-49,999",3454.333333,8000,2013-08-22,275.72,2013
36,Completed,0.2951,0.2599,D,Debt Consolidation,TX,Professional,Employed,"$75,000-99,999",6250.0,5000,2011-10-27,201.43,2011
60,non-remittance,0.28704,0.261,D,Business,MD,Other,Self-employed,"$100,000+",16500.0,12500,2012-04-24,375.0,2012
36,Completed,0.11296,0.092,A,Debt Consolidation,VA,Professional,Full-time,"$50,000-74,999",4500.0,7000,2010-07-15,223.25,2010
36,Completed,0.202,0.1799,B,Debt Consolidation,FL,Other,Employed,"$100,000+",11666.666667,3000,2011-10-20,108.44,2011
36,Completed,0.30532,0.2699,D,Debt Consolidation,TN,Professional,Employed,"$25,000-49,999",3250.0,6000,2011-01-31,244.92,2011
36,Completed,0.32538,0.2859,E,Debt Consolidation,TX,Principal,Employed,"$100,000+",9833.333333,4000,2013-02-01,166.73,2013
